class_code,class_name
KOM4530,Scada-insan Makine Arayüzü
KOM4550,Fonksiyonel Emniyete Giriş
KOM4610,Servo Sistemler Ve Sürücüler
KOM4620,Gerçek Zamanlı Kontrol Sistemleri
KOM4630,Süreç Kontrolü
KOM4650,Robot Sistemleri
KOM5000,Yüksek Lisans Tezi
KOM5001,Seminer
KOM5003,Uzmanlık Alan Dersi (Yüksek Lisans)
KOM5107,Sistem Dinamiği Modellenmesi ve Simülasyonu
KVK1012,Bilgisayar Destekli Çizim
KVK1022,Koruma Kuramları Ve Mevzuatı
KVK1032,Sanat Tarihine Giriş
KVK1042,Bezeme Teknikleri 2
KVK1052,İş Sağlığı Ve Güvenliği 2
KVK1062,Bilimsel Araştırma Ve Yazma Yöntemleri
KVK1072,Müzecilik Ve Önleyici Koruma
KVK2012,Kültür Varlıklarını Belgeleme Ve Koruma 2
KVK2022,Koruma Kimyası 2
KVK2032,Taş Koruma Ve Onarım
KVK2042,Pişmiş Toprak - Cam Koruma Ve Onarım
KVK2052,Geleneksel Yapı Teknolojisi Ve Elemanları 2
KVK2122,Osmanlı Mimarlığı Ve Koruma
KVK2132,Mobilya Döşeme Teknikleri
KVK2142,Mesleki Etik
KVK3012,Kültür Varlıklarını Belgeleme Ve Koruma 4
KVK3022,Malzeme Bilgisi
KVK3032,Duvar Resmi - Mozaik Koruma Ve Onarım
KVK3312,Geleneksel Desen Teknikleri
KVK3322,Geleneksel Ahşap Süsleme Teknikleri
MAK1062,Programlama
MAK2172,Dinamik 2
MAK3162,Otto Motor Teknolojisi
MAK3252,Hesaplamalı Akışkanlar Mekaniği
MAK3262,Tasarım Tekniği 1
MAK3402,Bilgisayar Destekli Tasarım
MAK3472,Endüstriyel Malzemelerin Talaşlı İşlenmesi
MAK3482,Isı Değiştiricileri
MAK3572,Makine Mühendisliğinde Malzeme Seçimi
MAK3602,Mekatronik Sistemler
MAK3672,Motor Dinamiği
MAK3682,Proses Tekniği
MAK3692,"Motorlarda Aşınma, Yağlama Ve Soğutma"
MAK3782,Otomotiv Kontrol Sistemlerinin Analizi Ve Modellemesi
MAK3802,Isıtma Havalandırma
MAK3812,Yenilenebilir Enerji Sistemleri
MAK4052,Otomatik Kontrol 2
MAK4062,Endüstriyel Kontrol Uygulamaları
MAK4172,Enerji Tesisleri Ve İşletmesi
MAK4182,Mühendislik Sistemlerinin Optimizasyonu
MAK4282,İmalatta Kompozit Malzemeler
MAK4472,İş Sağlığı Ve Güvenliği 2
MAK4482,Endüstriyel Otomasyon
MAK4542,Cnc Takım Tezgahları Ve Programlanması
MAK4562,İmalatta Bilgisayar Destekli Tasarım
MAK4582,Nanomalzemelere Giriş
MAK4652,Alternatif Taşıt Tahrik Sistemleri
MAK4672,Taşıt Titreşimleri
MAK4682,Yakıtlar Yanma
MAK4702,Robotik Birleştirme Teknikleri
MAK4882,"İklimlendirme Sistemlerinde Test, Ayar Ve Devreye Alma"
MAK4902,Güneş Enerjisi Ve Isı Pompası Sistemleri 2
MAK4912,Kurutma
MAK4942,Enerji Santralleri
MAK4962,Taşıtlarda Frenleme Dinamiği Ve Fren Sistemleri
MAT1072,Matematik 2 İngilizce Grupları Ortak Sınav
MAT1142,Matematik Analiz 2
MAT1162,Sayılar Teorisine Giriş
MAT1342,Matematik II
MAT2042,Matematik Analiz 4
MAT2172,Diferansiyel Denklemler 2
MAT2192,Olasılık Ve İstatistik
MAT3280,İntegral Denklemlere Giriş
MAT3290,Bilgisayar Destekli Matematiksel Hesaplamalar
MAT3330,Değişmeli Cebir
MAT4460,Düzlemsel Kinematik
MAT4510,Lineer Operatörlere Giriş
MAT4550,Graf Teoriye Giriş
MAT4560,Bilgisayar Programlama 2
MAT5004,Araştırma Yöntemleri ve Bilimsel Etik
MAT6001,Seminer
MAT6105,Değişmeli Cebir I
MAT6110,Fonksiyonel Analiz II
MAT6116,Kısmi Diferansiyel Denklemlerde Nümerik Metodlar
MBG1012,Genel Biyoloji 2
MBG1032,Biyoistatistik
MBG1042,Moleküler Biyolojiye Giriş
MBG2212,Genetik 2
MBG2222,Mikrobiyal Genetik
MBG2232,Doku Kültürleri
MBG2242,İş Sağlığı Ve Güvenliği 2
MBG3052,Mesleki İngilizce 2
MBG3082,Biyokimyasal Hesaplamalar
MBG3092,Bitki Embriyolojisi
MBG3093,Kilinik Mikrobiyoloji Uygulamaları
MBG3312,Biyokimya 2
MBG3322,Moleküler Biyoloji 2
MBG3332,Gen Mühendisliği
MBG4000,Bitirme Çalışması
MBG4032,İmmunogenetik
MBG4042,Kök Hücre Biyolojisi
MBG4062,Protein Mühendisliği
MBG4412,Moleküler Biyoteknoloji
MBG4473,Tıbbi Biyokimya
MBG4474,Katılım Kalıpları Ve Genetik Hastalıklar
MBG4492,Kanser Biyolojisi
MIM1052,Yapı Elemanları 1
MIM2202,İş Sağlığı Ve Güvenliği 2
MIM3042,Yapı Fiziği 2
MIM3132,Mimarlıkta Mekan Kavramı
MIM3151,Eskiz Teknikleri
MIM3182,Mimari Çevre Ve Psikoloji
MIM3312,Mimari Fotoğraf
MIM4101,Modern Mimarlık Mirası
MIM4202,Yapılarda Cephe Sistemleri
MIM4252,Mekanda Renk
MIM4600,Tarihi Yapılar Üzerinden İstanbul Okuması
MKT1122,Malzeme Bilimi
MKT1142,Bilgisayar Programlama Ve Algoritmalar
MKT1802,İş Sağlığı Ve Güvenliği 2
MKT2802,Lojik Devreler
MKT2812,İşaretler Ve Sistemler
MKT2832,Termodinamik
MKT3122,Otomatik Kontrol
MKT3822,Lab 3 - Sistem Dinamiği Ve Kontrol
MKT3832,Elektromekanik Enerji Dönüşüm Sistemleri
MKT4814,Proje Yönetimi
MKT4825,Isıl Sistem Tasarımına Giriş
MKT4830,Görüntü İşleme Temelleri
MKT4832,Medikal Mekatronik
MKT4834,Taşıt Dinamiği Temelleri
MKT4836,Bilgisayar Destekli İmalat
MKT4840,Aviyonik Sistemler
MKT4845,İletişim Teknikleri
MTF1112,Çeviriye Giriş 2
MTF1122,Fransız Yazın Uygarlığı 1
MTF1142,Fransızca Yazılı Anlatımı Geliştirme 2
MTF1152,Terimbilim
MTF1392,Kültürlerarası Diyalogu Geliştirme Uygulamaları
MTF2092,Sözlükbilim ve Çeviri
MTF2112,Çeviri Kuramları
MTF2122,Fransız Yazın Ve Uygarlığı 3
MTF2142,Teknik Çeviri 2
MTF2152,Tr- Fr. Çeviri Çalışmaları 2
MTF2372,Çeviri Odaklı Eleştirel Veri Okuryazarlığı
MTF2392,Göstergebilime Giriş
MTF2412,İtalyanca 2
MTF2432,Almanca 2
MTF3132,Göstergebilim ve Çeviri
MTF3212,Yazınsal Çeviri 2
MTF3312,Fransız Yazını Ve Uygarlığı 5
MTF3322,Zorunlu Yabancı Dilde Çeviri 2
MTF3323,Sözlü Çeviri 2
MTF3324,Teknik Çeviri 4
MTF3372,Sosyal Medya Ağları Ve Çeviri Hareketleri
MTF3382,Çeviribilim Ve Disiplinlerarasılık
MTF3412,İtalyanca 4
MTF3432,Almanca 4
MTF4362,Farklı Engelli Toplulukları: Farkındalık Ve Çeviri
MTF4412,İtalyanca 6
MTF4432,Almanca 6
MTF4462,Teknik Çeviri 6
MTF4472,Zorunlu Yabancı Dilde Çeviri 4
MTM1512,Programlama Dilleri 2
MTM1522,Soyut Matematik
MTM1552,İş Sağlığı Ve Güvenliği 2
MTM2582,Sonlu Elemanlar Yönetimine Giriş
MTM2602,Yapay Zekaya Giriş
MTM2622,Ayrık Matematik
MTM3582,Matris Analizi
MTM3612,Zaman Serileri Analizi
MTM4511,Matematik Mühendisliğinde Tasarım Uygulamaları
MTM4582,Kısmi Diferansiyel Denklemlerin Nümerik Çözümleri
MTM4622,Yapay Zeka
MTP1012,Klasik Gitar 2
MTP1032,Piyano 2
MTP1042,Flüt 2
MTP1082,Fasıl Şarkıcılığı 2
MTP1092,Caz Gitar 2
MTP1102,Bas Gitar 2
MTP1112,Davul 2
MTP1122,Bağlama 2
MTP1132,Viyolonsel 2
MTP1142,Kanun 2
MTP1172,Ud 2
MTP1762,Türk Müziğinde Nefesli Sazlar 2
MTP2012,Klasik Gitar 4
MTP2022,Keman 4
MTP2032,Piyano 4
MTP2042,Flüt 4
MTP2052,Lied Yorumculuğu 4
MTP2062,Tanbur 4
MTP2072,Klasik Kemençe 4
MTP2082,Fasıl Şarkıcılığı 4
MTP2092,Caz Gitar 4
MTP2102,Bas Gitar 4
MTP2112,Davul 4
MTP2122,Bağlama 4
MTP2132,Viyolonsel 4
MTP2142,Kanun 4
MTP2152,Müzik Tarihi 19.yüzyıl
MTP2182,Makam Bilgisi 2
MTP2192,Oda Müziği 2
MTP2202,Caz Topluluğu 2
MTP2212,Türk Makam Müziği Topluluğu 2
MTP2222,Türk Halk Müziği Topluluğu 2
MTP2232,Müzisyenler İçin Terminoloji 1
MTP2282,Yardımcı Çalgı 2
MTP2762,Türk Müziğinde Nefesli Sazlar 4
MTP3012,Klasik Gitar 6
MTP3032,Piyano 6
MTP3042,Flüt 6
MTP3092,Caz Gitar 6
MTP3102,Bas Gitar 6
MTP3122,Bağlama 6
MTP3192,Oda Müziği 4
MTP3202,Caz Topluluğu 4
MTP3222,Türk Halk Müziği Topluluğu 4
MTP3282,Yardımcı Çalgı 4
MTP4171,Temel Caz Bilgisi 2
MTP4241,Deşifraj 2
MTP4262,Dini Müzik
MTP4750,Çağdaş Dansta Kuram Ve Uygulama İlişkisi
OKL1002,Erken Çocukluk Döneminde Gelişim
OKL1042,Bebeklik Döneminde Gelişim Ve Eğitim
OKL1112,Anne Çocuk Sağlığı Ve İlk Yardım
OKL2100,Aile Eğitimi Ve Katılımı
OKL2102,Erken Çocuklukta Müzik Eğitimi
OKL2112,Erken Çocuklukta Oyun Gelişimi Ve Eğitimi
OKL2122,Erken Çocukluk Eğitiminde Drama
OKL3032,Materyal Geliştirme
OKL3062,Özel Öğretim Yöntemleri 2
OKL3121,Müzik Eğitimi 1
OKL3122,Müzik Eğitimi 2
OKL3202,Erken Çocukluk Dönemi Çevre Eğitimi
OKL3212,Çocuk Ruh Sağlığı
OKL3222,Erken Çocukluk Dönemi Edebiyatı
OKL4012,Ilköğretime Hazırlık Ve İlköğretim Programı
OKL4022,Araştırma Projesi 2
OKL4032,Öğretmenlik Uygulaması 2
OKL4122,Risk Altındaki Çocukların Eğitimi
OKL4182,Okul Öncesi Eğitimde Program Geliştirme
PDR1202,Gelişim Psikolojisi 1
PDR1212,Fizyolojik Psikoloji
PDR1222,Okullarda Rehberlik Ve Psikolojik Danışma
PDR2102,Okullarda Gözlem
PDR2212,Kişilik Kuramları
PDR2222,Yaşam Dönemleri Ve Uyum Sorunları
PDR2232,Karakter Ve Değer Eğitimi
PDR2242,Test Dışı Teknikler
PDR2290,Krize Müdahale
PDR2300,Önleyici Rehberlik Ve Psikolojik Danışma
PDR3021,Yaşam Dönemleri ve Uyum Problemleri
PDR3031,Kişilik Kuramları
PDR3082,Rehberlikte Program Geliştirme
PDR3142,Yaratıcı Drama
PDR3222,Psikolojik Danışma Becerileri
PDR3232,Grupla Psikolojik Danışma
PDR3242,Mesleki Rehberlik Uygulamaları
PDR3252,Manevi Danışmanlık
PDR3262,Davranış Bozuklukları 2
PDR4082,Rehberlik ve Psikolojik Danışma Semineri
PDR4092,Reh. ve Psiko. Danışmada Alan Çalışması
PDR4102,Meslek Etiği Ve Yasal Konular
PDR4112,Kurum Deneyimi
PDR4122,Okul Temelli Önleyici Reh.ve Psiko.danış
PDR4132,Grupla Psikolojik Danışma Uygulamaları
SBO1032,Felsefe
SBO1042,Ekonomi
SBO1052,Genel Fiziki Coğrafya
SBO1122,Siyaset Bilimi
SBO1132,İslam Öncesi Türk Tarihi Ve Kültürü
SBO1142,Sosyal Antropoloji Ve Medeniyet Tarihi
SBO1152,Genel Beşeri Ve Ekonomik Coğrafya
SBO2101,Sosyal Bilgilerde Kavram Eğitimi Ve Öğretimi
SBO2142,Ortaçağ Tarihi
SBO2422,Sosyal Bilgiler Öğretim Programları
SBO2522,"Bilim, Teknoloji Ve Toplum"
SBO2622,Vatandaşlık Bilgisi
SBO2722,Türkiyenin Beşeri Ve Ekonomik Coğrafyası
SBO3032,İnsan İlişkileri Ve İletişim
SBO3042,Çağdaş Dünya Tarihi
SBO3061,Topluma Hizmet Uygulamaları
SBO3332,Osmanlı Tarihi 2
SBO3432,Sosyal Bilgilerde Sözlü Ve Yazılı Edebiyat
SBO3532,Siyasi Coğrafya Ve Türkiye Jeopolitiği
SBO3632,Sosyal Bilgiler Öğretimi 2
SBO4012,Türkiye Cumhuriyeti Tarihi 2
SBO4042,Sosyal Proje Geliştirme
SBO4052,Drama
SBO4062,Eğitimde Yeni Yönelimler
SBP1062,İnsan Yerleşmelerinin Evrimi
SBP1112,Planlama 2
SBP1112,Planlama 2 Ortak Grup 1
SBP1112,Planlama 2 Ortak Grup 2
SBP1172,Şehir Ve Planlama 2
SBP1300,Kent Okumaları
SBP1310,Planlamada Coğrafi Bilgi Sistemleri Kullanımı
SBP2062,Planlama 4
SBP2062,Planlama 4 Ortak Grup 1
SBP2062,Planlama 4 Ortak Grup 2
SBP2072,Kent Ve Planlama Tarihi
SBP2082,Şehir Sosyolojisi
SBP2320,Ekonomik Mekanı Anlamak
SBP2350,Sinerjetik Toplum Ve Gündem 21
SBP2900,Kentsel Tasarım Kuramları
SBP3052,Planlama 6
SBP3052,Planlama 6 Ortak Grup 1
SBP3052,Planlama 6 Ortak Grup 2
SBP3340,Konut
SBP3380,Şehircilikle Ütopyalar
SBP3400,Yeni Kentsel Politikalar
SBP3410,Yerleşme Sistemleri Ve Kademelenme
SBP3920,Planlamada Afet Önlemleri Ve Afet Risklerinin Azaltılması
SBP4000,Bitirme Çalışması
SBP4300,Hizmet Sektörü Ve Bölgesel Gelişme
SBP4310,Katılımcı Kent Yönetiminde Proje Yönetim Süreci
SBP4330,Kent Peyzajı Ve Kentsel Ekosistemler
SBP4370,Kentsel Mekanda Dönüşüm
SBP4390,Kentsel Sit Alanlarında Planlama
SBP4490,Yerel Yönetimler Ve Şehir İşletmesi
SBU1612,Anayasa Hukuku
SBU1702,Uluslararası İlişkilere Giriş
SBU2132,Mesleki İngilizce 1
SBU2142,Türkiyenin Yönetim Yapısı
SBU2152,Siyasi Tarih 2
SBU2602,Siyaset Ve Sinema
SBU2631,Sözlü Tarih Ve Tartışmalar
SBU2641,Türk Dış Politikasında Yeni Bakış Açıları 1
SBU3561,Toplumsal Duyarlılık Projesi 2
SBU3812,Uluslararası Örgütler
SBU3912,Milliyetçilik Ve Azınlıklar
SBU3922,Türkiye Ekonomisi
SBU4201,Avrupa Atlantik Güvenliği Ve Yeni Tartışmalar
SBU4562,Uygulamalı Araştırma
SNF1052,Temel Matematik 2
SNF1312,İlkokulda Temel Fen Bilimleri
SNF1322,Çevre Eğitimi
SNF1422,Türk Tarihi Ve Kültürü
SNF2042,Fen Ve Teknoloji Lab. Uygulamaları 2
SNF2070,Geleneksel Türk El Sanatları
SNF2152,Türkçe Öğretimi
SNF2160,Türk Kültüründe Çocuk Ve Eğitim
SNF2522,Oyun Ve Fiziki Etkinlikler Öğretimi
SNF3052,Erken Çocukluk Eğitimi
SNF3082,Osmanlı Eğitim Tarihi
SNF3122,Fen Ve Teknoloji Öğretimi 2
SNF3222,Matematik Öğretimi 2
SNF3442,Sosyal Bilgiler Öğretimi
SNF3622,Din Kültürü Ve Ahlak Bilgisi Öğretimi
SNF4012,Birleştirilmiş Sınıflarda Öğretim
SNF4022,İlköğretimde Kaynaştırma
SNF4062,Eğitimsel Biyografiler
SYP1062,Araştırma Yazma Yöntemleri
SYP1072,Ortaçağ Dan Endüstri Devrimine Avrupa Sanatı
SYP1082,Sanat Yönetimi 2
SYP1112,Sanat Ve Kültür Kurumları İşletmeciliği
SYP1612,Uygarlık ve Sanat Tarihi 2
SYP2142,Türk Sanatı 2
SYP2182,Aydınlanma Döneminden Postmodernizme Sanat
SYP2192,Kültür Yönetimi Ve Etkenleri 2
SYP2440,Kurumsal İletişim
SYP2441,Sanat Ve Matematik
SYP2550,Sahne Sanatlarında Sanat Yönetimi
SYP2670,1980 Den Günümüze Türkiye De Sanat
SYP2770,Sanat Yönetimi Ve Çağdaş Sanat Pratiği 2
SYP3362,Kültür Politikaları
SYP3542,Sanat Yapıtı Ve Tarihsel Okuma
SYP3580,Perspektif 2
SYP4211,Işık Ve Ses Bilgisi
SYP4312,Dijital Ortamda Tasarım Yöntemleri
SYP4410,Endüstriyel Tasarım Tarihi
SYP4412,Etkinlik Yönetimi
SYP4460,Örgütsel Davranış
SYP4471,Dekor Ve Kostüm Tasarımı 2
SYP4472,Kamusal Pratikler
SYP4641,Organizasyon Yönetimi 2
TDE1212,Türkiye Türkçesi Biçim Bilgisi
TDE1222,Türk Dili Tarihi (13.yüzyıldan Sonra)
TDE1242,Tanzimat Dönemi Edebiyatı Roman Ve Hikaye
TDE1252,Osmanlı Türkçesi Grameri
TDE1262,Türk Halk Edebiyatına Giriş
TDE1272,Eski Türk Edebiyatında Şekil Ve Tür
TDE2212,Metin Şerhi
TDE2222,Uygur Türkçesi
TDE2232,Eski Anadolu Türkçesi 15. Yüzyıl
TDE2242,Eski Türk Edebiyatı 15. Yüzyıl
TDE2252,Osmanlı Türkçesi 2
TDE2262,Servet-i Fünun Edebiyatında Roman Ve Hikaye
TDE2302,Batı Edebiyatı
TDE2306,Çağdaş Türk Dilleri Coğrafyası
TDE2312,Tarih Boyunca Türklerin Kullandıkları Alfabeler
TDE3212,Harezm -kıpçak Türkçesi
TDE3242,Eski Türk Edebiyatı 17. Yüzyıl
TDE3252,Türk Halk Şiiri
TDE3262,2. Meşrutiyet Sonrası Türk Edebiyatı
TDE3272,Genel Dilbilim Sentaks-semantik
TDE3308,Azerbaycan Dili Ve Edebiyatı
TDE3322,Bilimsel Araştırma Ve Yöntemleri
TDE3382,Dini Tasavvufi Türk Edebiyatı
TDE4222,Yeni Türk Yazı Dilleri
TDE4242,Eski Türk Edebiyatı 19. Yüzyıl
TDE4262,Cumhuriyet Dönemi Türk Romanı
TDE4306,Dil Semineri Dilde Sadeleşme
TDE4318,Eleştirel Okuma
TDE4372,Klasik Türk Edebiyatında Mazmunlar
